ER60001;ER60002;ER60017;ER60018;ER60019;ER60020;ER60025;ER62366;ER62449;ER62484;ER62486;ER62488;ER62491;ER62499;ER62502;ER62505;ER63482;ER63565;ER63600;ER63602;ER63604;ER63607;ER63615;ER63618;ER63621;ER64674;ER64676;ER64730;ER64813;ER64815;ER64869;ER65019;ER65067;ER65216;ER65244;ER66001;ER66002;ER66017;ER66018;ER66019;ER66020;ER66025;ER68420;ER68512;ER68549;ER68551;ER68553;ER68556;ER68564;ER68567;ER68570;ER69547;ER69639;ER69676;ER69678;ER69680;ER69683;ER69691;ER69694;ER69697;ER70747;ER70749;ER70803;ER70885;ER70887;ER70941;ER71111;ER71159;ER71293;ER71321;ER72001;ER72002;ER72017;ER72018;ER72019;ER72020;ER72025;ER74428;ER74520;ER74557;ER74559;ER74561;ER74564;ER74572;ER74575;ER74578;ER75555;ER75647;ER75684;ER75686;ER75688;ER75691;ER75699;ER75702;ER75705;ER76755;ER76757;ER76815;ER76900;ER76902;ER76960;ER77133;ER77181;ER77315;ER77343;Blanks
1;922;80;2;0;0;2;2;0;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;12;0;1800;0;2;539;82;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;12;0;1500;0;1;11;84;2;0;0;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;700;0;0
1;454;56;2;0;0;4;3;0;0;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;69;58;2;0;0;4;4;0;2;2;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;48;60;2;0;0;4;4;1;2;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18;0;0;0;0;0
1;4674;37;2;0;0;3;2;0;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;40;0;68000;0;2;3910;39;2;0;0;3;1;0;12;20;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;40;0;77000;0;1;7663;41;2;0;0;3;2;0;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;40;0;80000;0;0
1;3261;37;1;34;2;2;2;0;3;2;0;0;3;0;0;2;0;4;2;2;0;2;0;0;0;3;1;0;9;1;40;40;90000;70000;2;4023;39;1;35;2;2;2;0;2;2;1;0;3;0;0;2;0;5;2;2;0;2;0;0;0;3;1;0;9;1;45;40;100000;78000;1;6905;41;1;38;2;2;2;0;5;5;5;0;1;0;0;2;0;5;5;3;0;3;0;0;0;3;4;0;9;4;48;40;80000;80000;0
1;3632;62;1;0;0;1;3;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;5772;64;1;0;0;1;3;0;1;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;7439;66;1;0;0;2;3;0;2;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0
1;3675;40;1;38;2;2;2;0;7;7;7;0;3;0;0;2;0;7;7;5;0;3;0;0;0;3;8;0;5;1;50;0;150000;0;2;5001;42;1;40;2;1;1;0;6;7;6;0;6;0;0;2;0;4;4;4;0;5;0;0;0;3;8;0;5;1;40;0;165000;0;1;6646;44;1;42;2;1;2;0;7;7;4;0;6;0;0;3;0;3;7;0;0;0;0;0;0;3;99;0;5;14;50;15;175000;7000;0
1;8431;37;1;38;2;2;4;0;0;2;0;10;3;0;0;2;0;1;2;0;0;2;0;0;0;3;1;0;3;1;40;40;85000;79000;2;6354;38;1;39;2;2;3;0;1;1;0;10;2;0;0;2;0;2;1;1;0;1;0;0;0;3;1;0;3;1;40;40;82000;79000;1;7543;40;1;41;2;2;4;0;0;1;0;0;3;0;0;2;0;1;2;0;0;0;0;0;0;3;14;0;3;14;40;40;90000;80000;0
1;2532;66;1;64;2;2;3;0;3;3;2;0;2;0;0;2;0;0;3;0;0;2;0;0;0;3;0;0;3;0;50;0;0;0;2;5137;68;1;66;2;2;3;2;3;3;3;0;0;0;0;2;0;3;1;3;0;1;0;0;0;3;0;0;3;0;0;0;0;0;1;6109;70;1;68;2;1;3;0;6;0;3;0;0;0;0;2;0;1;4;2;0;1;0;0;0;3;4;0;3;4;0;0;0;0;0
1;6493;38;2;0;0;2;2;0;3;24;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;7000;0;2;7640;41;2;0;0;1;3;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;40;0;2700;0;1;7001;42;2;0;0;2;3;1;0;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;36;0;38000;0;0
1;3780;41;1;40;2;2;2;0;4;3;0;0;4;0;0;2;0;3;3;0;0;3;0;0;0;3;1;0;9;99;36;55;45000;40000;2;5079;43;1;42;2;2;2;0;3;2;2;0;4;0;0;2;0;3;6;2;0;3;0;0;0;3;1;0;9;99;38;60;45000;45000;1;7187;45;1;44;2;2;3;0;3;3;2;0;4;0;0;2;0;5;5;2;0;3;0;0;0;3;4;0;9;4;36;60;55000;36000;0
1;8444;46;1;43;2;1;2;0;0;2;3;0;0;0;0;3;0;0;1;0;0;0;0;0;0;3;1;0;3;1;42;45;118000;174000;2;8255;48;1;45;2;1;2;0;4;3;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;1;0;3;1;55;46;110000;176000;1;9421;51;1;47;2;1;2;0;4;4;3;0;0;0;0;3;0;1;3;0;0;0;0;0;0;3;4;0;3;4;40;45;98000;195000;0
1;554;87;1;0;0;2;3;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;4164;89;1;0;0;2;3;3;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;3054;91;1;0;0;2;4;2;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0
1;8548;49;1;46;2;2;1;0;5;7;0;0;2;0;0;2;0;4;5;2;0;2;0;0;0;3;2;0;3;1;35;45;70000;89600;2;9483;51;1;48;2;2;3;0;100;50;0;0;3;0;0;3;0;3;4;20;0;2;0;0;0;3;2;0;3;1;30;40;100000;99000;1;3309;52;1;50;2;3;2;0;0;0;30;0;3;0;0;2;0;0;4;4;0;2;0;0;0;3;16;0;3;4;30;40;100000;98700;0
1;2043;59;1;63;2;2;2;30;0;7;0;0;1;0;0;1;0;0;7;0;0;2;0;0;0;5;8;0;3;8;32;40;15000;47000;2;4003;61;1;65;2;2;3;0;3;6;3;0;4;0;0;2;0;4;6;4;0;1;0;0;0;5;8;0;3;8;10;40;6500;50000;1;6270;63;1;67;2;2;4;4;0;3;3;0;1;0;0;2;0;2;3;0;0;3;0;0;0;5;10;0;3;10;18;40;6500;56000;0
1;8937;34;2;0;0;2;3;0;3;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;55;0;73000;0;2;6356;35;2;0;0;2;2;0;5;7;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;45;0;70000;0;1;9422;38;2;0;0;2;2;0;5;6;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;40;0;87000;0;0
1;5936;32;1;32;2;2;3;0;0;1;0;0;2;0;0;2;0;7;7;7;0;2;0;0;0;3;1;0;3;8;40;40;48750;48400;2;4310;34;1;34;2;2;3;0;3;2;2;0;2;0;0;1;0;4;2;3;0;2;0;0;0;3;1;0;3;8;45;40;61000;53000;1;9322;36;1;37;2;3;3;0;1;7;0;0;1;0;0;2;4;5;7;3;0;1;0;0;0;3;4;0;3;4;50;40;85000;63500;0
1;1755;62;1;58;2;2;2;0;4;7;0;0;1;0;0;2;0;5;7;0;0;1;0;0;0;1;8;0;1;8;50;45;65000;49000;2;9425;65;1;61;2;2;2;0;3;5;0;0;2;0;0;2;0;4;7;0;0;2;0;0;0;1;8;0;1;8;48;45;72000;55000;1;7647;67;1;62;2;2;2;0;2;5;0;0;1;0;0;2;0;2;7;0;0;1;0;0;0;1;12;0;1;12;45;40;72000;56000;0
1;641;73;1;0;0;2;2;0;0;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;2;799;75;1;0;0;3;2;0;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;1;537;77;1;0;0;2;2;5;998;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14;0;0;0;0;0
1;4896;30;1;0;0;2;2;0;4;7;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;45;0;60000;0;2;1939;32;1;0;0;2;2;0;5;7;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;60;0;63000;0;1;7456;34;1;0;0;5;2;0;7;7;7;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;35;0;40000;0;0
1;6460;27;1;30;2;2;3;0;3;5;1;0;3;0;0;3;0;5;5;2;0;3;0;0;0;3;1;0;3;8;60;50;81000;33000;2;1477;29;1;31;2;3;3;0;3;6;0;0;3;0;0;1;0;5;5;4;0;1;0;0;0;3;1;0;3;8;50;40;92000;31000;1;5197;31;1;0;0;3;3;0;3;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;60;0;86000;0;0
1;6809;21;1;0;0;1;1;0;2;7;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;40;0;5000;0;2;1348;22;1;0;0;3;2;0;4;7;4;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;25;0;18000;0;1;7954;25;1;0;0;2;3;0;7;4;2;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;35;0;35000;0;0
1;2659;77;1;0;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;4953;79;1;0;0;1;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;5743;81;1;0;0;2;2;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0
1;7360;53;1;51;2;2;3;0;4;4;2;0;3;0;0;2;0;0;7;0;0;3;0;0;0;3;8;0;3;8;50;0;139000;0;2;8608;55;1;54;2;1;2;0;4;4;2;0;2;0;0;2;0;0;4;0;0;2;0;0;0;3;8;0;3;8;50;0;146000;9000;1;8250;57;1;55;2;2;2;0;7;7;2;0;3;0;0;2;0;0;7;0;0;2;0;0;0;3;10;0;3;10;50;0;157000;0;0
1;7410;30;1;27;2;1;2;0;4;5;0;0;2;0;0;2;0;1;2;0;0;2;0;0;0;3;8;0;3;8;40;40;50000;45000;2;8601;33;1;29;2;1;1;0;2;5;0;0;3;0;0;2;0;0;2;0;0;2;0;0;0;3;8;0;3;8;45;40;40000;75000;1;8297;34;1;31;2;2;2;0;2;4;0;0;2;0;0;2;0;1;4;0;0;2;0;0;0;3;15;0;3;15;50;40;45000;82000;0
1;3215;72;2;0;0;3;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;18;0;5500;0;2;2141;74;2;0;0;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;18;0;6500;0;1;822;75;2;0;0;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0
1;6361;48;1;38;2;1;1;0;7;7;7;0;0;0;0;2;0;7;7;7;0;0;0;0;0;5;10;0;3;8;50;0;98000;0;2;1178;49;1;40;2;1;2;0;7;7;7;0;0;0;0;3;0;4;4;2;0;0;0;0;0;5;10;0;3;8;12;8;95000;4800;1;894;51;1;42;2;1;4;0;3;4;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;5;6;0;3;6;40;0;102000;0;0
1;2667;45;1;41;2;1;3;0;5;7;0;0;7;0;0;3;0;5;7;0;0;2;0;0;0;3;8;0;5;1;60;40;67000;57000;2;1050;47;1;43;2;2;2;0;5;5;5;0;2;0;0;3;0;5;5;5;0;0;0;0;0;3;8;0;5;1;42;40;65000;56000;1;450;49;1;45;2;1;3;0;3;8;0;0;3;0;0;4;0;2;4;0;0;2;0;0;0;3;6;0;5;6;40;40;60000;26000;0
1;2616;65;1;69;2;1;2;0;0;6;0;0;2;0;0;3;0;0;1;0;0;1;0;0;0;5;8;0;5;8;35;0;370000;0;2;1760;67;1;71;2;1;2;0;0;1;0;0;2;0;0;3;0;0;7;0;0;1;0;0;0;5;8;0;5;8;35;0;350000;0;1;1709;69;1;73;2;2;3;2;0;2;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;5;6;0;5;6;40;0;200000;0;0
1;7891;50;1;47;2;1;2;0;2;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;0;5;8;0;5;1;40;40;60000;37000;2;2369;52;1;49;2;2;2;1;3;3;0;0;2;0;0;2;0;3;3;0;0;2;0;0;0;5;8;0;5;1;40;45;74036;55000;1;2511;54;1;51;2;2;3;0;5;5;0;0;3;0;0;3;0;3;3;0;0;3;0;0;0;5;15;0;5;15;40;40;92000;67000;0
1;5903;61;2;0;0;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;2;9345;63;2;0;0;3;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;5884;64;2;0;0;3;4;10;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0;0;0;0;0
1;876;57;1;0;0;1;4;6;7;14;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;3835;59;1;0;0;2;4;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;4678;61;1;46;2;2;4;0;0;15;0;8;0;0;0;4;0;0;20;0;20;0;0;0;0;9;6;0;9;1;0;0;0;0;0
1;977;56;2;0;0;3;5;3;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;2;3860;58;2;0;0;3;5;5;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;1;4668;60;2;0;0;3;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;0;0
1;8631;36;1;36;2;2;3;0;0;0;0;0;98;0;0;2;0;0;0;0;0;2;0;0;0;9;8;0;9;8;60;40;50000;20000;2;5017;37;1;37;2;2;3;0;5;5;0;0;0;0;0;3;0;5;5;0;0;0;0;0;0;9;8;0;9;8;50;40;48000;25000;1;8491;39;1;39;2;2;3;0;0;0;0;0;5;0;0;3;0;1;1;1;0;0;0;0;0;9;14;0;9;14;55;40;32000;20000;0
1;851;63;1;63;2;2;3;0;4;3;4;10;1;0;0;3;0;1;3;0;0;1;0;0;0;3;8;0;3;0;0;40;0;41890;2;4441;65;1;65;2;2;3;0;5;7;4;20;1;0;0;3;0;2;6;0;0;1;0;0;0;3;8;0;3;0;0;0;0;0;1;254;67;1;67;2;2;3;0;3;2;3;0;1;0;0;3;0;3;7;4;0;1;0;0;0;3;14;0;3;14;0;0;0;0;0
1;2912;35;1;32;2;1;2;0;3;7;3;0;2;0;0;3;0;2;5;2;0;2;0;0;0;3;0;0;3;8;50;30;75000;12000;2;4487;37;1;34;2;1;1;0;3;5;3;0;2;0;0;2;0;2;4;3;0;2;0;0;0;3;0;0;3;8;45;0;72000;0;1;140;39;1;36;2;1;1;0;6;7;3;0;3;0;0;2;0;5;7;5;0;2;0;0;0;3;1;0;3;1;50;30;105000;10000;0
1;3048;42;1;0;0;3;4;0;2;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;40;0;31000;0;2;4965;44;1;0;0;3;4;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;40;0;34000;0;1;928;46;1;0;0;2;4;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;40;0;34000;0;0
1;6083;40;1;39;2;2;2;0;2;2;0;0;3;0;0;4;0;0;0;0;0;1;0;0;0;3;8;0;3;8;45;40;86000;83000;2;4905;41;1;41;2;3;3;0;3;4;0;0;2;0;0;4;4;0;0;0;0;1;0;0;0;3;8;0;3;8;50;40;95000;77000;1;501;43;1;43;2;4;2;0;4;2;4;0;2;0;0;4;0;3;1;0;0;1;0;0;0;3;10;0;3;10;50;40;109000;94000;0
1;8748;54;2;0;0;3;2;0;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;56;0;40000;0;2;8811;56;2;0;0;3;2;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;56;0;38000;0;1;9010;58;2;0;0;3;1;0;7;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;11;40;0;47609;0;0
1;6488;49;2;0;0;1;2;0;0;5;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;60;0;55000;0;2;3964;50;2;0;0;1;3;0;0;3;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;60;0;42000;0;1;5558;52;2;0;0;3;3;0;1;2;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;60;0;50000;0;0
1;1665;46;1;44;2;2;2;0;0;0;0;40;3;0;0;4;0;0;0;0;10;0;0;0;0;3;8;0;5;8;58;40;45000;26000;2;3827;47;1;46;2;2;3;0;0;0;0;20;3;0;0;4;0;0;0;0;10;0;0;0;0;3;8;0;5;8;56;40;44000;45000;1;4692;49;1;48;2;2;2;0;0;0;0;20;3;0;0;4;9;0;0;0;0;1;0;0;0;3;6;0;5;6;60;40;48000;22000;0
1;7710;22;2;0;0;3;2;0;2;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;30;0;18000;0;2;9449;25;2;0;0;2;2;0;2;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;32;0;20000;0;1;8442;26;2;0;0;2;2;0;3;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;48;0;14400;0;0
1;152;54;1;50;2;2;2;0;4;5;3;0;2;0;0;1;0;6;5;3;0;2;0;0;0;3;1;0;3;1;50;40;75000;65000;2;1389;56;1;52;2;1;2;0;7;7;7;0;1;0;0;1;0;7;7;7;0;1;0;0;0;3;1;0;3;1;50;40;85000;85000;1;3447;58;1;54;2;1;2;0;3;5;3;0;2;0;0;2;0;7;7;3;0;1;0;0;0;3;1;0;3;1;40;40;50000;65000;0
1;240;52;1;49;2;1;3;0;3;2;0;0;0;0;0;3;0;3;2;0;0;0;0;0;0;3;1;0;3;1;40;40;50000;50000;2;1356;54;1;51;2;2;3;0;3;3;0;0;2;0;0;3;0;0;3;0;0;3;0;0;0;3;1;0;3;1;40;40;46000;52000;1;3490;56;1;53;2;2;3;0;3;3;3;0;3;0;0;3;0;2;2;2;0;2;0;0;0;3;4;0;3;4;40;40;52500;62400;0
1;386;51;2;0;0;1;2;0;3;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;40;0;40000;0;2;1335;53;2;0;0;1;2;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;40;0;4000;0;1;3448;55;2;0;0;2;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;40;0;45000;0;0
1;1075;50;1;61;2;5;2;0;0;7;7;0;2;0;0;2;0;0;0;0;0;1;0;0;0;3;1;0;3;1;20;35;60000;180000;2;1138;52;1;63;2;4;2;0;5;5;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;3;1;0;3;1;10;40;60000;180000;1;3727;54;1;66;2;4;1;0;6;7;0;0;1;0;0;4;1;0;1;0;0;1;0;0;0;3;4;0;3;4;20;50;60000;0;0
1;9049;31;1;34;2;2;2;0;2;5;2;0;0;0;0;9;0;999;999;999;0;0;0;0;0;9;0;0;3;1;32;0;36608;0;2;2468;32;1;36;2;3;2;0;1;2;4;0;0;0;0;9;0;999;999;999;0;0;0;0;0;9;0;0;3;1;25;0;31000;0;1;3855;35;1;0;0;2;2;0;5;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;35;0;42500;0;0
1;8149;33;1;34;2;1;3;0;0;0;0;0;0;0;0;3;1;0;7;0;0;0;0;0;0;3;8;0;3;1;50;40;0;24000;2;2033;34;1;36;2;1;3;0;0;0;0;0;3;0;0;2;2;0;4;0;0;3;0;0;0;3;8;0;3;1;70;20;0;23000;1;3757;36;1;38;2;2;3;0;2;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;0;3;14;0;3;14;80;40;102400;0;0
1;7522;34;1;31;2;2;2;6;4;5;3;0;4;0;0;1;5;5;4;2;0;2;0;0;0;3;8;0;3;8;45;40;32000;43000;2;2565;36;1;33;2;2;2;0;7;7;4;0;4;0;0;2;0;7;7;5;0;3;0;0;0;3;8;0;3;8;50;40;54600;40560;1;9561;38;1;35;2;2;2;0;5;4;2;0;2;0;0;2;0;5;5;1;0;0;0;0;0;3;30;0;3;30;40;36;75000;60000;0
1;4170;56;1;56;2;1;1;0;52;52;0;0;2;0;0;1;0;52;52;0;0;2;0;0;0;3;1;0;3;1;55;0;115000;972;2;508;58;1;57;2;2;3;0;0;7;0;0;2;0;0;2;0;0;4;0;0;2;0;0;0;3;1;0;3;1;50;6;121000;5300;1;903;60;1;59;2;1;1;0;2;7;1;0;4;0;0;1;0;3;7;0;0;3;0;0;0;3;2;0;3;2;55;5;154112;12361;0
1;4683;54;1;0;0;2;1;0;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;55;0;109000;0;2;263;56;1;0;0;1;2;0;6;3;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;50;0;120000;0;1;270;58;1;0;0;1;1;0;5;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;60;0;134000;0;0
1;6231;48;1;40;2;3;4;0;0;2;0;0;3;0;0;3;0;3;5;0;0;3;0;0;0;3;0;0;3;0;46;30;75000;55000;2;4957;50;1;42;2;2;4;0;0;3;3;0;2;0;0;2;0;4;3;3;0;2;0;0;0;3;0;0;3;0;50;40;38000;55000;1;6106;52;1;44;2;3;4;0;0;2;0;0;2;0;0;2;0;4;5;4;0;2;0;0;0;3;1;0;3;14;52;40;72000;66000;0
1;2783;44;1;44;2;2;2;0;3;2;3;0;3;0;0;4;0;0;1;0;0;1;0;0;0;3;8;0;3;0;45;0;70000;0;2;4165;46;1;46;2;2;2;0;2;5;0;0;3;0;0;4;23;0;1;0;0;0;0;0;0;3;8;0;3;0;45;0;77000;0;1;6672;48;1;0;0;1;2;0;2;7;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;45;0;80000;0;0
1;988;25;1;0;0;4;3;0;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;40;0;24500;0;2;7980;28;1;0;0;4;4;0;10;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;75;0;48000;0;1;7085;29;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;50;0;36000;0;0
1;3331;22;2;0;0;2;2;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;40;0;24000;0;2;5779;24;2;0;0;2;2;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;45;0;35000;0;1;7727;26;2;0;0;2;3;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;55;0;34200;0;0
1;1117;74;1;67;2;2;5;3;0;3;3;0;0;0;0;1;0;3;7;3;0;1;0;0;0;3;8;0;9;99;30;20;0;800;2;4115;76;1;69;2;2;4;0;0;0;1;0;0;0;0;1;0;7;20;7;0;1;0;0;0;3;8;0;9;99;30;18;30000;617;1;4819;78;1;71;2;2;5;0;0;0;0;0;0;0;0;1;0;2;2;7;0;1;0;0;0;3;10;0;9;6;35;18;7000;310;0
1;4020;23;1;22;2;2;1;0;1;7;1;0;4;0;0;2;0;1;1;1;0;3;0;0;0;3;8;0;3;8;35;40;20100;20100;2;6925;25;1;24;2;2;1;0;7;7;7;0;0;0;0;2;7;1;7;1;0;1;0;0;0;3;8;0;3;8;40;40;10000;9000;1;5734;27;1;25;2;2;1;0;3;7;3;0;3;0;0;3;0;2;7;2;0;4;0;0;0;3;14;0;3;14;40;30;20000;12000;0
1;3671;55;1;54;2;2;3;0;5;7;0;0;3;0;0;1;0;2;4;0;0;0;0;0;0;3;8;0;3;8;40;40;36000;19000;2;4047;57;1;56;2;2;2;2;2;7;0;0;2;0;0;2;0;3;1;0;0;1;0;0;0;3;8;0;3;8;40;40;36500;23500;1;7358;59;1;58;2;1;3;0;4;5;0;0;3;0;0;2;0;1;3;0;0;0;0;0;0;3;6;0;3;31;40;40;0;30000;0
1;4456;25;1;20;2;2;2;0;7;7;7;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3;8;0;3;8;40;30;28000;23000;2;5647;27;1;22;2;2;2;0;7;7;7;0;0;0;0;2;0;7;7;2;0;0;0;0;0;3;8;0;3;8;40;0;42000;10000;1;8836;30;1;0;0;1;2;0;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;40;0;50000;0;0
1;8532;25;1;27;2;2;2;0;0;7;0;0;7;0;0;2;2;0;6;0;0;4;0;0;0;3;8;0;9;8;40;37;35000;15000;2;8623;26;1;29;2;2;3;0;0;7;0;0;5;0;0;2;3;0;7;0;0;3;0;0;0;3;8;0;9;8;40;40;40000;6000;1;6605;28;1;30;2;2;3;0;2;5;0;0;4;0;0;2;0;0;3;0;0;0;0;0;0;3;6;0;9;6;40;40;55000;26000;0
1;8854;46;1;46;2;3;3;0;0;3;0;0;0;0;0;3;0;0;7;0;0;0;0;0;0;5;8;0;5;8;40;30;48000;3300;2;9574;48;1;48;2;2;4;0;1;3;0;0;0;0;0;2;0;3;3;0;0;0;0;0;0;5;8;0;5;8;40;0;73000;0;1;8866;49;1;49;2;2;2;0;0;2;0;0;1;0;0;2;0;2;2;2;0;1;0;0;0;5;1;0;5;1;40;40;60000;58000;0
1;1421;69;1;62;2;2;3;0;3;2;0;0;1;0;0;3;0;2;2;0;0;1;0;0;0;9;8;0;3;8;0;0;0;0;2;1240;71;1;0;0;3;4;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;3546;73;1;0;0;2;3;0;1;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0
